store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Sebastien Bourque et Pierre Deshaies DAmours,,"2950, boul. Laframboise",,St-Hyacinthe,QC,J2S 4Z2,Canada,450 773-6071,45.634559,-72.96328,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-16 h",,,
Sebastien Bourque et Pierre Deshaies DAmours,,"6365, Boul Laframboise Suite 101",,St-Hyacinthe,QC,J2R 1G2,Canada,450 796-3333,45.649481,-72.986343,"Monday 8 h 30-21 h, Tuesday 8 h 30-21 h, Wednesday 8 h 30-21 h, Thursday 8 h 30-21 h, Friday 8 h 30-21 h, Saturday 9 h-17 h, Sunday Ferme",,,
Jean Duquette,,"553, Rue Principale",,St-Amable,QC,J0L 1N0,Canada,450 649-6094,45.642926,-73.305788,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Valerie Melancon et Marie-Eve Levesque,,"365, Boul Sir-Wilfrid-Laurier, local 108",,Mont-St-Hilaire,QC,J3H 6A2,Canada,450 446-1112,45.563905,-73.188036,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Judith Cayer et Amelie Provost,,"30, Boul Wilfrid Laurier",,Mcmasterville,QC,J3G 1P8,Canada,450 536-0555,45.548353,-73.22183,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-19 h, Sunday 9 h-19 h",,,
Julie Dion,,"619, Chemin Ozias-Leduc",,Otterburn Park,QC,J3H 2M7,Canada,450 446-8166,45.54008,-73.189573,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-20 h, Friday 9 h-20 h, Saturday 9 h-17 h, Sunday 10 h-17 h",,,
Nathalie Tellier,,"15, Montee Robert",,St-Basile-Le-Grand,QC,J3N 1L7,Canada,450 461-1211,45.527986,-73.288667,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-18 h, Sunday 10 h-18 h",,,
Christian DeBlois,,"1556, Boul Montarville",,St-Bruno,QC,J3V 3T7,Canada,450 653-1331,45.526968,-73.341022,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 9 h-17 h",,,
Danielle Bresciano,,"845, Boul De La Salette",,St-Jerome,QC,J5L 2J4,Canada,450 431-3600,45.790158,-74.053922,"Monday 9 h-21 h, Tuesday 9 h-21 h, Wednesday 9 h-21 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
Odette St-Pierre et Lise Laroque,,"780, Boul Des Hauteurs",,St-Hippolyte,QC,J8A 1H1,Canada,450 224-2956,45.863546,-74.007389,"Monday 9 h-20 h, Tuesday 9 h-20 h, Wednesday 9 h-20 h, Thursday 9 h-21 h, Friday 9 h-21 h, Saturday 9 h-18 h, Sunday 10 h-18 h",,,
Denise Cote,,"889, Boul Grignon",,St-Jerome,QC,J7Y 2Y9,Canada,450 530-9990,45.794599,-74.015081,"Monday 9 h-17 h, Tuesday 9 h-17 h, Wednesday 9 h-17 h, Thursday 9 h-17 h, Friday 9 h-17 h, Saturday 9 h-14 h, Sunday Ferme",,,
Danielle Gauthier,,"707, Ch Du Village Bureau 104",,Morin-Heights,QC,J0R 1H0,Canada,450 226-5222,45.904048,-74.245149,"Monday 9 h-19 h, Tuesday 9 h-19 h, Wednesday 9 h-19 h, Thursday 9 h-19 h, Friday 9 h-19 h, Saturday 9 h-17 h, Sunday 10 h-16 h",,,
