store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,store_type,other_fields,coming_soon
Dupont Circle,172001,1619 Connecticut Avenue NW,,Washington,DC,20009,United States,2024621300,38.9117574,-77.0442913,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Georgetown,172002,3059 M Street, NW,Washington,DC,20007,United States,2029651300,38.905372,-77.06060459999999,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Dupont Circle 2,172035,1145 Connecticut Avenue NW,,Washington,DC,20036,United States,2026285567,38.9052758,-77.0405396,"monday 10:00 AM-7:00 PM, tuesday 10:00 AM-7:00 PM, wednesday 10:00 AM-7:00 PM, thursday 10:00 AM-7:00 PM, friday 10:00 AM-7:00 PM, saturday 10:00 AM-6:00 PM, sunday 11:00 AM-6:00 PM",,,
Union Station,172072,50 Massachusetts Avenue,,Washington,DC,20002,United States,2022895008,38.8972903,-77.006203,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 11:00 AM-6:00 PM",,,
P Street,172085,1427 P Street NW,,Washington,DC,20005,United States,2022380001,38.9098122,-77.0330623,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Cathedral Commons,172108,3320 Wisconsin Avenue NW,,Washington,DC,20016,United States,2022440001,38.9341103,-77.0724419,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Buckhead,172066,37 West Paces Ferry Road,,Atlanta,GA,30305,United States,4044679100,33.8403319,-84.38085799999999,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 11:00 AM-6:00 PM",,,
Savannah,172114,110 West Broughton Street,,Savannah,GA,31401,United States,9122383333,32.0795843,-81.09348059999999,"monday 10:00 AM-8:00 PM, tuesday 10:00 AM-8:00 PM, wednesday 10:00 AM-8:00 PM, thursday 10:00 AM-8:00 PM, friday 10:00 AM-8:00 PM, saturday 10:00 AM-8:00 PM, sunday 12:00 PM-6:00 PM",,,
Inside Macy's North Point,172525,5000 North Point Circle,,Alpharetta,GA,30022,United States,7704102914,34.0493234,-84.29538330000001,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-10:00 PM, friday 10:00 AM-10:00 PM, saturday 10:00 AM-10:00 PM, sunday 11:00 AM-7:00 PM",,,
St. Johns,172020,4742 River City Drive,,Jacksonville,FL,32246,United States,9045650003,30.2562989,-81.5257281,"monday 10:00 AM-9:00 PM, tuesday 10:00 AM-9:00 PM, wednesday 10:00 AM-9:00 PM, thursday 10:00 AM-9:00 PM, friday 10:00 AM-9:00 PM, saturday 10:00 AM-9:00 PM, sunday 11:00 AM-6:00 PM",,,
